ResponseId,UserLanguage,consent,employment_status,role_type,role_type_11_TEXT,misinfo_intro,misinfo_attitudes_general,misinfo_attitudes_companies,misinfo_attitudes_platforms,attitudes_recommend,stated_ad_check,stated_consumer_reaction,consumer_info_demand,consumer_info_demand_yes,info_session_self_reported_demand,info_session_link_clicked,requests_full_ad_check,,prior_companies_1,prior_own_company,prior_own_comapny_c,prior_platforms_1,info_treatment,posterior_belief_1,platform_choice,donation,headquarter,num_employees,duration_of_role,industry,industry_11_TEXT,uses_digital_ads,gender,trust,bias,purpose,feedback,info_group,stated_preferences_8,stated_preferences_9,initial_beliefs_1_1,initial_beliefs_3_1,posterior_belief_old_1,stated_consumer,US_HQ,treated,prior_belief_platforms,posterior_belief,belief_own_company_yes,belief_own_company_no,prior_own_company_c,own_company_certainty,own_company_confidence_belief,female,male,digital_ad_use_yes,full_time_employee,part_time_employee,exec,marketing_role,big_business,no_info_demand,info_demand_yes,long_role,not_biased,appeared_on_misinfo,appears_in MP_data,final_role_type,platform_choice_misinfo,final_marketing
R_0SyWXrWXAZUwV9f,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Agree,,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,0,No,,10,,10,I would not like to receive this information.,The Global Disinformation Index,China,0 to 10,Between 1 year to less than 5 years,Finance,,Yes,Male,Strongly agree,Not biased,very usefull,,Control,Strongly agree,Somewhat agree,20,0,0,,0,0,10,10,0,0,Very sure,Certain,Certain - No,0,1,1,1,0,1,0,0,0,1,0,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_3KUaF8Jtmj1INq5,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,1,1,,0,No,,20,I have carefully read the above information.,20,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,New Zealand,"1001 to 10,000",Between 10 years to less than 20 years,Other (please specify),Consulting,No,Male,Agree,Not biased,Knowledge of misinformation website,,Treatment,Strongly agree,Somewhat agree,40,0,0,,0,1,20,20,0,0,Sure,Certain,Certain - No,0,1,0,1,0,0,0,1,0,1,1,1,0,0,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",0,0
R_22JiSVhfKjZCDd4,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Somewhat agree,Strongly agree,Somewhat agree,,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,0,No,,30,,200,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Mexico,101 to 1000,20 or more years,Other (please specify),Construction,No,Male,Strongly agree,Slightly right-wing biased,Know if companies are aware of the problem and how their ads are affecting and affected,,Control,Agree,Agree,30,0,0,,0,0,30,200,0,0,Somewhat sure,Certain,Certain - No,0,1,0,0,0,1,0,1,0,1,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_1flyeGOxXAuHDpI,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,0,No,,8,,35,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Luxembourg,"1001 to 10,000",Between 5 years to less than 10 years,Natural Gas & Electric,,Yes,Male,Agree,Not biased,no idea,,Control,Agree,Agree,49,0,0,,0,0,8,35,0,0,Unsure,Uncertain,Uncertain - No,0,1,1,1,0,0,0,1,1,0,1,1,0,0,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",1,0
R_27d2ewoEOQZAB8k,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Engineering and architecture occupation  (e.g. engineers, architects, engineering and mapping technicians, etc.)",,I have carefully read the above information.,Neither agree nor disagree,Agree,Agree,Strongly agree,,,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,0,No,,1,I have carefully read the above information.,80,I would not like to receive this information.,DataKind,United States of America,"More than 10,000",Between 10 years to less than 20 years,Other (please specify),Aerospace,No,Male,Agree,Slightly left-wing biased,The purpose of this study is to poll an audience for understanding of an issue and the efficacy of a proposed solution.,"The ""charity of my choice"" was as deceptive as any misinformation I have encountered online.  Sarcasm: Kudos!",Treatment,Somewhat agree,Agree,99,0,0,,1,1,1,80,0,0,Somewhat sure,Certain,Certain - No,0,1,0,1,0,0,0,1,1,0,1,0,0,0,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",0,0
R_2E4vGeWLwRpBbjO,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Contract or temporary work,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Somewhat agree,Agree,Neither agree nor disagree,Agree,,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,0,Yes,,95,I have carefully read the above information.,70,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,United States of America,"More than 10,000",Between 1 year to less than 5 years,Technology,,I don't know,Female,Neither agree nor disagree,Not biased,,,Treatment,Somewhat agree,Neither agree nor disagree,95,0,0,,1,1,95,70,0,0,Somewhat sure,Certain,Certain - Yes,1,0,0,0,1,0,0,1,0,1,0,1,0,0,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",0,0
R_1GOMEnPBxUPZzge,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,0,No,,4,,4,I would not like to receive this information.,The Global Disinformation Index,Brazil,11 to 100,Between 5 years to less than 10 years,Education,,No,Female,Strongly agree,Not biased,,,Control,Strongly agree,Somewhat disagree,80,0,0,,0,0,4,4,0,0,Very sure,Certain,Certain - No,1,0,0,1,0,0,0,0,1,0,1,1,0,0,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",0,0
R_pfvMz9rhvaH6hYR,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Legal occupation  (e.g. lawyers, judges, legal support workers, etc.)",,I have carefully read the above information.,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,0,No,,20,I have carefully read the above information.,75,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,Denmark,101 to 1000,Between 10 years to less than 20 years,Technology,,I don't know,Female,Somewhat agree,Not biased,,,Treatment,Strongly agree,Disagree,80,0,0,,0,1,20,75,0,0,Somewhat sure,Certain,Certain - No,1,0,0,1,0,0,0,1,0,1,1,1,0,0,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",1,0
R_uxeKMIZw4aVHiWR,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,,1,,0,Yes,,0,I have carefully read the above information.,0,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,101 to 1000,Between 5 years to less than 10 years,Education,,Yes,,Strongly agree,Not biased,"Measuring the impact of advertising dollars on misinformation websites and to understand if brands, companies are care to act.",,Control,,,100,1000,100,Strongly agree,1,0,1000,100,0,0,Somewhat sure,Certain,Certain - Yes,0,0,1,1,0,1,0,1,0,1,1,1,0,0,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",1,0
R_1iqk2xkkO1unHke,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,,0,,0,No,,0,I have carefully read the above information.,0,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,101 to 1000,20 or more years,"Food Products, Beverages or Dining",,Yes,,Agree,Not biased,misinformation awareness.  better control of digital ad spend,,Control,,,20,2000,50,Somewhat agree,1,0,2000,50,0,0,Sure,Certain,Certain - No,0,0,1,1,0,1,0,1,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_1ifiMSwIhicD3Og,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I have signed up for this consultation.,,1,,0,No,,0,I have carefully read the above information.,0,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,India,11 to 100,Between 1 year to less than 5 years,Publishing (Digital or Print),,Yes,,Strongly agree,Not biased,Assess understanding of digital ad platforms risk exposure & brand safety,,Treatment,,,25,10,80,Agree,0,1,10,80,0,0,Very sure,Certain,Certain - No,0,0,1,1,0,1,0,0,0,1,0,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_1j9haIvquhYICzD,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,,0,,0,Yes,,0,I have carefully read the above information.,0,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,United States of America,"More than 10,000",Between 5 years to less than 10 years,Business Solutions,,Yes,,Neither agree nor disagree,Not biased,"Generate data to support launch of service to track ads associated with misinformation,","A question indicates that the product would be used by advertisers. Without knowing all of the facts, I would look to my media buying agency to ensure ads are not associated with misinformation",Control,,,93,10000,95,Somewhat agree,1,0,10000,95,0,0,Somewhat sure,Certain,Certain - Yes,0,0,1,1,0,1,0,1,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_aawaCxJwjqieSad,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,I would not like to receive this information.,0,I have signed up for this consultation.,,0,,0,Yes,,0,I have carefully read the above information.,0,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,United Arab Emirates,11 to 100,Between 1 year to less than 5 years,"Food Products, Beverages or Dining",,Yes,,Strongly agree,Not biased,To help organizations reducing advertising on misinformation websites.,Looking forward to get complete analytics so we can learn to do more better while advertising.,Treatment,,,70,50000,50,Strongly agree,0,1,50000,50,0,0,Somewhat sure,Certain,Certain - Yes,0,0,1,1,0,0,1,0,1,0,0,1,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_3fddnYnVgfqn03H,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,,1,,0,No,,0,I have carefully read the above information.,0,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,11 to 100,Between 1 year to less than 5 years,Online Services,,Yes,,Agree,Slightly left-wing biased,Analyze how people think about statistics for novel topics,,Treatment,,,90,100000,80,Neither agree nor disagree,1,1,100000,80,0,0,Unsure,Uncertain,Uncertain - No,0,0,1,1,0,1,0,0,0,1,0,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_3qPvNAwqhjFgecz,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,,1,,0,No,,0,I have carefully read the above information.,0,I would not like to receive this information.,The Global Disinformation Index,United States of America,"1001 to 10,000",Between 10 years to less than 20 years,Other (please specify),Subsidiary ,Yes,,Agree,Not biased,Truth in advertising as it pertains to digital media. ,,Control,,,5,5,40,Somewhat agree,1,0,5,40,0,0,Sure,Certain,Certain - No,0,0,1,1,0,0,0,1,0,1,1,1,0,0,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",0,0
R_ZaAocQv2HntWiqd,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,,1,,0,No,,0,I have carefully read the above information.,0,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Japan,"More than 10,000",20 or more years,Health,,No,,Agree,Not biased,to collect info and prepare solutions to avoid misinformation on websites,,Control,,,40,10,40,Somewhat disagree,0,0,10,40,0,0,Sure,Certain,Certain - No,0,0,0,1,0,1,0,1,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_1gGXckp9vv2PtFi,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Agree,Agree,Agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,,1,,0,Yes,,0,I have carefully read the above information.,0,I would not like to receive this information.,DataKind,United States of America,"More than 10,000",Between 10 years to less than 20 years,Technology,,Yes,,Agree,Not biased,"I think this was some kind of test about general knowledge of this information, but I worry that was also sale tactic.",,Treatment,,,100,50,100,Agree,1,1,50,100,0,0,Somewhat sure,Certain,Certain - Yes,0,0,1,1,0,0,0,1,0,1,1,1,1,1,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",0,0
R_2ah4W6IRdzqeozn,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Strongly agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,,1,,0,No,,0,I have carefully read the above information.,0,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,United States of America,"1001 to 10,000",Between 1 year to less than 5 years,Automotive,,Yes,,Agree,Not biased,misinformation control on corporate level,,Treatment,,,25,25,80,Somewhat disagree,1,1,25,80,0,0,Sure,Certain,Certain - No,0,0,1,1,0,0,1,1,0,1,0,1,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_eD3Rvr8UKmtHx3b,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",,I have carefully read the above information.,Agree,Agree,Agree,Somewhat agree,Agree,,I would not like to receive this information.,0,I would not like to sign up for this consultation.,,0,,0,Yes,,0,I have carefully read the above information.,0,I would not like to receive this information.,DataKind,United States of America,"More than 10,000",Between 1 year to less than 5 years,Technology,,Yes,,Neither agree nor disagree,Not biased,,,Control,,,60,1000,60,Somewhat agree,1,0,1000,60,0,0,Unsure,Uncertain,Uncertain - Yes,0,0,1,1,0,0,0,1,1,0,0,1,0,0,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",0,0
R_PBdDFmXTUwAM4WB,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,,1,,0,No,,0,I have carefully read the above information.,0,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,Ecuador,0 to 10,Between 1 year to less than 5 years,Health,,Yes,,Agree,Slightly left-wing biased,To learn about criteria from current technology users/advertisers when ethics are involved ,,Treatment,,,10,7,80,Neither agree nor disagree,0,1,7,80,0,0,Somewhat sure,Certain,Certain - No,0,0,1,1,0,0,1,0,0,1,0,0,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",1,1
R_32JuvYWKMZ9bNID,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Business and finance specialist  (business specialists in market research, marketing, management analysis, human resources, compliance, procurement, etc.; financial specialists e.g. analysts and advisors, etc.)",,I have carefully read the above information.,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I would not like to sign up for this consultation.,,1,,0,No,,0,I have carefully read the above information.,0,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Argentina,11 to 100,Between 5 years to less than 10 years,Retail,,Yes,,Strongly agree,Not biased,The role of technology to global misinformation,,Control,,,50,1000000,80,Somewhat agree,0,0,1000000,80,0,0,Unsure,Uncertain,Uncertain - No,0,0,1,1,0,0,0,0,0,1,1,1,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_80tl0h5GhOLJseB,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Agree,Agree,Strongly agree,Agree,Strongly agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,,0,,0,Yes,,0,I have carefully read the above information.,0,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,"More than 10,000",Between 5 years to less than 10 years,Finance,,Yes,,Agree,Slightly left-wing biased,Attention to detail and advertising,,Treatment,,,90,87,80,Somewhat agree,1,1,87,80,0,0,Unsure,Uncertain,Uncertain - Yes,0,0,1,1,0,0,1,1,0,1,1,0,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",1,1
R_4HsfJmwzO1S0TyF,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,,1,,0,No,,0,I have carefully read the above information.,0,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Indonesia,101 to 1000,Between 1 year to less than 5 years,Other (please specify),Media Agency ,Yes,,Agree,Not biased,to understand how organization can stop content on websites not healthy on content and not fund them by advertising on them ,,Treatment,,,75,70,50,Agree,0,1,70,50,0,0,Somewhat sure,Certain,Certain - No,0,0,1,1,0,0,1,1,0,1,0,1,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_2c6gdfpQEV2psLW,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,,1,,0,No,,0,I have carefully read the above information.,0,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Sweden,"1001 to 10,000",Between 5 years to less than 10 years,Household,,Yes,,Agree,Not biased,Create awareness ,,Control,,,100,100,100,Agree,0,0,100,100,0,0,Unsure,Uncertain,Uncertain - No,0,0,1,1,0,0,1,1,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_wTxoGJddgj8ZvKF,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,,I would not like to receive this information.,0,I would not like to sign up for this consultation.,,0,,0,No,,0,I have carefully read the above information.,0,I would not like to receive this information.,DataKind,Bulgaria,101 to 1000,Less than 1 year,Business Solutions,,Yes,,Strongly agree,Not biased,,,Control,,,95,90,95,Agree,0,0,90,95,0,0,Somewhat sure,Certain,Certain - No,0,0,1,1,0,0,1,1,1,0,0,1,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_1OB0HL5UOKEX3qF,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,,0,,0,No,,0,I have carefully read the above information.,0,I would not like to receive this information.,The Global Disinformation Index,Argentina,11 to 100,Between 1 year to less than 5 years,Industrial,,Yes,,Agree,Not biased,,,Treatment,,,86,12,86,Somewhat disagree,0,1,12,86,0,0,Somewhat sure,Certain,Certain - No,0,0,1,1,0,1,0,0,0,1,0,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_2PAvibJo9xoV2BQ,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,I would not like to receive this information.,0,I would not like to sign up for this consultation.,,0,,0,No,,0,I have carefully read the above information.,0,I would not like to receive this information.,DataKind,Japan,0 to 10,Between 1 year to less than 5 years,"Food Products, Beverages or Dining",,No,,Neither agree nor disagree,Not biased,,,Control,,,82,77,55,Agree,0,0,77,55,0,0,Very sure,Certain,Certain - No,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",0,0
R_2dEKf52WP73nMKg,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,Other occupation (please specify):,Global Head of Branding,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,,1,,0,No,,0,I have carefully read the above information.,0,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Spain,11 to 100,Less than 1 year,Business Solutions,,Yes,,Somewhat agree,Not biased,Check lead generation and client conversion through surveys,You absolutely sparked my interest now with these last questions. Do we get to read your research? pieter@bailleul.me,Treatment,,,75,0,80,Somewhat agree,0,1,0,80,0,0,Very sure,Certain,Certain - No,0,0,1,0,0,0,0,0,0,1,0,1,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",1,1
R_2siScDW5NxSbFdf,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,,1,,0,Yes,,0,I have carefully read the above information.,0,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Sweden,101 to 1000,Less than 1 year,Media & Entertainment,,Yes,,Agree,Not biased,Teadlikkuse tõstmine,,Treatment,,,1000,1000,8,Strongly agree,0,1,1000,8,0,0,Somewhat sure,Certain,Certain - Yes,0,0,1,1,0,0,0,1,0,1,0,1,0,0,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",1,0
R_2xJlaY8UyqOGpXa,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,,I would not like to receive this information.,0,I would not like to sign up for this consultation.,,1,,0,No,,0,I have carefully read the above information.,0,I would not like to receive this information.,The Global Disinformation Index,France,11 to 100,Between 10 years to less than 20 years,Technology,,No,,Somewhat agree,Slightly right-wing biased,Teach,,Control,,,80,60,60,Somewhat disagree,0,0,60,60,0,0,Very sure,Certain,Certain - No,0,0,0,1,0,0,1,0,1,0,1,0,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_3ery7n2bdXULcYj,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Agree,Agree,Somewhat agree,Agree,Agree,,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,,1,,0,No,,0,I have carefully read the above information.,0,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Singapore,11 to 100,Between 1 year to less than 5 years,Technology,,Yes,,Somewhat agree,Slightly left-wing biased,To understand better the digital advertising landscape and misinformation or propaganda spread through it and the general awareness attached to this topic.,,Treatment,,,10,10,80,Neither agree nor disagree,0,1,10,80,0,0,Somewhat sure,Certain,Certain - No,0,0,1,1,0,0,1,0,0,1,0,0,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",1,1
