ResponseId,UserLanguage,consent,age,gender,residence,US_citizen,newspapers,news_sources,platforms_used,platforms_used_5_TEXT,news_media_trust,petitions_num_1,gift_card_ranking_uber,gift_card_ranking_lyft,gift_card_ranking_GH,gift_card_ranking_DD,gift_card_ranking_S,gift_card_ranking_BK,confirm_top_choice,gift_card_weight_1,gift_card_weight_2,gift_card_weight_3,gift_card_weight_4,gift_card_weight_5,gift_card_weight_6,gift_card_use_uber,gift_card_use_lyft,gift_card_use_GH,gift_card_use_DD,gift_card_use_S,gift_card_use_BK,misinfo_intro,control_info,T1_info,T2_info,T3_info,T4_info_S,T4_info_uber_GH,T4_info_BK_DD_lyft_1,T4_info_BK_DD_lyft_2,outcome_1,outcome_1_why,outcome_2,outcome_2_why,attn_check_1,petition_c_P_B,petition_c_P_A,petition_c_C_B,petition_c_C_A,petition_T1_P_B,petition_T1_P_A,petition_T1_C_B,petition_T1_C_A,petition_T2_P_B,petition_T2_P_A,petition_T2_C_B,petition_T2_C_A,petition_T3_P_B,petition_T3_P_A,petition_T3_C_B,petition_T3_C_A,petition_T4_P_B,petition_T4_P_A,petition_T4_C_B,petition_T4_C_A,ratings_trust,ratings_bias,factual_errors,quality,employment,education,household_income,race,vote,survey_purpose,survey_trust,survey_bias,group,petition_link_clicked,passes_attn_check_1,top_choice_consistent,outcome_1_text,confirm_top_choice_text,top_ranked_choice,second_ranked_choice,switch_in_preference,weight_of_top_choice,weight_of_outcome,outcome_top_choice_weight_diff,outcome_1_misinfo_rank,top_choice_misinfo_rank,outcome_2_text,petition_none,petition_company_block,petition_company_allow,petition_platform_block,petition_platform_allow,petition_clicks_company_block,petition_clicks_company_allow,petition_clicks_platform_block,petition_clicks_platform_allow,petition_self_reported_company_block,petition_self_reported_company_allow,petition_self_reported_platform_block,petition_self_reported_platform_allow,control_group,T1_group,T2_group,T3_group,T4_group,gender_text,gender_male,gender_female,gender_third,age_text,race_text,residence_text,consumes_misinfo,news_media_trust_text,news_media_trust_low,news_media_trust_high,petition_signer,freq_of_use_top_choice,freq_use_of_top_choice_text,frequently_used_top_choice,freq_use_of_outcome,freq_use_of_outcome_text,frequently_used_outcome,vote_text,vote_trump,vote_biden,vote_other,vote_none,household_income_text,income_50K_below,income_50K_plus,income_25K_below,income_25K_to_50K,income_50K_to_100K,income_100K_above,income_no_answer,educ_text,educ_no_degree,educ_associates_plus,educ_college_plus,educ_high_school,educ_some_college,educ_bachelors,educ_post_graduate,employment_text,working_paid,working_self,working_any,not_working,working_no_answer,num_platforms_used,petition,petition_clicks,petition_block,frequent_user,weight_diff_category,weight_diff_negative,switched_categories,switch_misinfo_mag,outcome_1_topic,outcome_2_topic,weights_difference
R_3dQxlu53UwL4yxb,EN,4,2,1,4,1,"30,32,4,5,8,9,29,27,17,26",2,"(1, 2, 3)",,2,5,3,4,2,1,5,6,3,10,20,30,10,10,20,2,4,1,2,4,3,4,9,,,,,,,,3,Gaky aye gaky aye ,2,To be honest ,"1,5",,,,1,,,,,,,,,,,,,,,,,1,1,2,3,2,3,5,3,1,Gift cards ,3,2,control,0,1,0,Grubhub,Grubhub,DoorDash,Grubhub,0,30,30,0,2,2,company_allow,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Male,1,0,0,age_25_34,White,W,1,High trust,0,1,1,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Trump,1,0,0,0,50K_to_100K,0,1,0,0,1,0,0,some_college,1,0,0,0,1,0,0,self_empployed,0,1,1,0,0,3,None,No clicks,0,1,same weight,0,0,0,,Best option,10
R_2CDpNi2wI0RloNZ,EN,4,6,2,4,1,9,3,"(1, 2, 3)",,4,0,6,2,5,4,3,1,5,5,30,5,5,20,35,5,3,5,5,2,1,4,,9,,,,,,,6,I love Burger King Go there often,1,Misinformation is not good it is decent full ,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,3,2,5,5,2,3,3,I liked it interesting ,6,4,T1,1,1,0,Burger King,Subway,Burger King,Lyft,1,20,35,15,2,4,company_block,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Female,0,1,0,age_65_plus,White,W,1,Low trust,1,0,0,2,about_once_or_twice_a_month,1,1,atleast_once_a_week,1,Other,0,0,1,0,25K_below,1,0,1,0,0,0,0,bachelors,0,1,1,0,0,1,0,not_working,0,0,0,1,0,3,petition_block,company_block,1,1,positive weight difference,0,0,2,Love,Misinformation concerns,5
R_XT8LboiCiwuXZFn,EN,4,6,1,3,1,26,3,"(2, 3)",,3,0,6,5,3,4,2,1,6,5,5,5,5,20,60,5,5,5,5,3,3,4,,9,,,,,,,6,I dine at Burger King a lot,5,I am reluctant to sign any petition that I have not researched,"1,5",,,,,,,,,,,,,,,,,,,,,2,4,1,5,5,5,3,3,2,To gain insight on peoples perception of websites ,4,4,T1,0,1,1,Burger King,Burger King,Burger King,Subway,0,60,60,0,3,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,1,0,0,age_65_plus,White,S,0,Some trust,0,0,0,3,once_every_few_months,0,3,once_every_few_months,0,Biden,0,1,0,0,25K_to_50K,1,0,0,1,0,0,0,bachelors,0,1,1,0,0,1,0,not_working,0,0,0,1,0,2,None,No clicks,0,0,same weight,0,0,0,Product features,No interest,40
R_2pQOzSGepvHHMvN,EN,4,6,1,3,1,21,3,"(1, 2)",,4,0,5,4,6,2,1,3,5,5,5,5,5,60,20,5,5,5,5,4,4,4,,,9,,,,,,5,Like the food,5,Petitions don't work,"1,5",,,,,,,,,,,,,,,,,,,,,5,5,3,3,5,3,5,3,1,It's ok,4,4,T2,0,1,1,Subway,Subway,Subway,DoorDash,0,60,60,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Male,1,0,0,age_65_plus,White,S,0,Low trust,1,0,0,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,Trump,1,0,0,0,50K_to_100K,0,1,0,0,1,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,2,None,No clicks,0,0,same weight,0,0,0,Like,No interest,40
R_BJoGCtxr4RREeXf,EN,4,6,2,1,1,"9,26",5,1,,4,0,5,4,6,3,2,1,6,0,0,0,0,50,50,5,5,5,5,4,4,4,,,,9,,,,,6,"I like their food, they are close to my house. ",3,Misinformation websites reach too many gullable people who believe anything. ,"1,5",,,,,,,,,,,,,1,,,,,,,,4,4,4,4,5,2,3,3,1,inform us about misinformations websites,6,4,T3,0,1,1,Burger King,Burger King,Burger King,Subway,0,50,50,0,3,3,platform_block,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Female,0,1,0,age_65_plus,White,NE,1,Low trust,1,0,0,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,Trump,1,0,0,0,25K_to_50K,1,0,0,1,0,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,1,None,No clicks,0,0,same weight,0,0,0,Product features,Misinformation concerns,0
R_1E7ndXkKGVpKn7W,EN,4,4,2,3,1,"17,18,36",1,"(1, 2)",,4,1,6,5,2,1,3,4,4,0,10,30,40,10,10,5,5,2,2,3,3,4,,,,9,,,,,3,I like the ease of using an app to deliver my favorite foods ,3,Companies should avoid having their ads placed on any site that misrepresents information ,"1,5",,,,,,,,,,,,,1,,,,,,,,3,3,2,5,1,4,6,3,1,Misinformation on websites,6,4,T3,1,1,1,Grubhub,DoorDash,DoorDash,Grubhub,1,40,30,-10,1,6,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Female,0,1,0,age_45_54,White,S,1,Low trust,1,0,1,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,100K_above,0,1,0,0,0,1,0,some_college,0,1,0,0,1,0,0,paid_employee,1,0,1,0,0,2,petition_block,platform_block,1,1,negative weight difference,1,0,5,Like,Company responsibility,10
R_XUrrpj1R9DVb29P,EN,4,5,2,2,1,21,3,"(1, 2, 3, 4)",,3,0,6,4,3,5,1,2,5,0,0,0,0,80,20,5,5,5,5,2,3,4,,,,9,,,,,5,"I actually go there - misinformation or now, I go there",3,Things need to be handled ,"1,5",,,,,,,,,,,,,,,,,,,,,4,3,4,1,5,6,7,3,2,Educate me and change my unions and let me look at things with clearer eyes ,5,5,T3,0,1,1,Subway,Subway,Subway,Burger King,0,80,80,0,4,4,platform_block,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Female,0,1,0,age_55_64,White,MW,0,Some trust,0,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,100K_above,0,1,0,0,0,1,0,post_graduate,0,1,1,0,0,0,1,not_working,0,0,0,1,0,4,None,No clicks,0,1,same weight,0,0,0,Misinformation,No interest,60
R_2QsyXnXZK6dNysp,EN,4,3,1,1,1,"2,4,11,14,16,18",5,"(1, 2, 3, 4)",,4,0,3,6,5,4,2,1,6,0,0,0,0,0,100,5,5,5,5,4,1,4,,,,9,,,,,6,BK is my fave fast food chain. I frequent them regardless of what advertising is going on. I'm a regular who likes my regular order.,5,I have no interest in the subject either way.,"1,5",,,,,,,,,,,,,,,,,,,,,2,3,1,5,1,5,3,6,2,To determine whether a source can be objective/impartial.,6,4,T3,0,1,1,Burger King,Burger King,Burger King,Subway,0,100,100,0,3,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Male,1,0,0,age_35_44,Other,NE,0,Low trust,1,0,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,25K_to_50K,1,0,0,1,0,0,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,4,None,No clicks,0,1,same weight,0,0,0,Frequency of use,No interest,100
R_3PdDyQCUd9E3YOr,EN,4,5,1,2,1,"4,11,16,18,26",1,"(1, 2)",,3,0,5,6,3,4,1,2,5,10,10,15,15,25,25,5,5,5,5,2,3,4,,9,,,,,,,5,I like the steak and cheese sandwich from Subway,1,Use of a brand name to spread and finance false propoganda is immoral ,"1,5",,,,,,,1,,,,,,,,,,,,,,2,2,1,5,1,8,6,1,2,To s3 how much is understood about the correlation between corporations and the information flow in the media.,6,4,T1,1,1,1,Subway,Subway,Subway,Burger King,0,25,25,0,4,4,company_block,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Male,1,0,0,age_55_64,Black,MW,0,Some trust,0,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,100K_above,0,1,0,0,0,1,0,post_graduate,0,1,1,0,0,0,1,paid_employee,1,0,1,0,0,2,petition_block,company_block,1,1,same weight,0,0,0,Like,Misinformation concerns,0
R_yDE9Z1FtIGXuT6N,EN,4,6,2,3,1,"14,17,18,26",1,1,,3,0,2,3,5,4,1,6,5,20,10,10,10,40,10,4,5,5,5,4,5,4,,,9,,,,,,5,"I do buy a sandwich from Subway occasionally. I also use Uber sometimes, but do not use the rest.",1,You should not support or encourage the use of misinformation sites.,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,1,5,3,6,6,3,3,Learn individual's views on the acceptability of misinformation on web sites. ,6,4,T2,0,1,1,Subway,Subway,Subway,Uber,0,40,40,0,4,4,company_block,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Female,0,1,0,age_65_plus,White,S,0,Some trust,0,0,0,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,Other,0,0,1,0,100K_above,0,1,0,0,0,1,0,post_graduate,0,1,1,0,0,0,1,not_working,0,0,0,1,0,1,None,No clicks,0,0,same weight,0,0,0,Frequency of use,Misinformation concerns,20
R_2R4CS3e68A3IBLD,EN,4,6,2,4,1,21,3,"(1, 2)",,4,0,6,5,4,3,1,2,5,0,0,0,20,40,40,5,5,5,5,4,4,4,,,9,,,,,,5,I like the different options of sandwiches that Subway offers at a reasonable price.,1,If a known company puts ads on misinformation sites I think the company is less creditable.,"1,5",,,,,,,,,,,1,,,,,,,,,,4,4,2,4,5,5,4,3,1,misinformation on company websites,5,4,T2,0,1,1,Subway,Subway,Subway,Burger King,0,40,40,0,4,4,company_block,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Female,0,1,0,age_65_plus,White,W,0,Low trust,1,0,0,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,Trump,1,0,0,0,50K_to_100K,0,1,0,0,1,0,0,bachelors,0,1,1,0,0,1,0,not_working,0,0,0,1,0,2,None,No clicks,0,0,same weight,0,0,0,Like,Company responsibility,0
R_1Qz3wI5eljDGv9u,EN,4,2,2,3,1,16,2,"(1, 2, 5)",Instagram,3,0,2,3,4,1,5,6,4,15,10,20,40,15,0,3,5,4,2,4,5,4,,9,,,,,,,4,I enjoy the service. ,3,DoorDash is probably not the only company doing that. ,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,2,4,1,3,4,3,2,To see if I would stop using DoorDash after hearing that news. ,4,4,T1,1,1,1,DoorDash,DoorDash,DoorDash,Uber,0,40,40,0,6,6,platform_block,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Female,0,1,0,age_25_34,White,S,0,Some trust,0,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,some_college,1,0,0,0,1,0,0,paid_employee,1,0,1,0,0,3,petition_block,platform_block,1,1,same weight,0,0,0,Product features,Company responsibility,20
R_22t4jdpohXlBFpT,EN,4,4,1,1,1,21,3,"(1, 2, 3)",,5,0,4,6,5,3,2,1,6,5,5,5,5,30,50,5,5,5,4,3,3,4,9,,,,,,,,6,I like their food ,5,I’m not comfortable doing so,"1,5",,,,,,,,,,,,,,,,,,,,,3,4,1,5,5,8,2,3,4,To see if companies should advertise on non credible websites ,4,4,control,0,1,1,Burger King,Burger King,Burger King,Subway,0,50,50,0,3,3,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Male,1,0,0,age_45_54,White,NE,0,Very low trust,1,0,0,3,once_every_few_months,0,3,once_every_few_months,0,None,0,0,0,1,25K_below,1,0,1,0,0,0,0,post_graduate,0,1,1,0,0,0,1,not_working,0,0,0,1,0,3,None,No clicks,0,0,same weight,0,0,0,Like,No interest,20
R_1IlL1GHDpW6lNUi,EN,4,2,2,3,1,"1,2,11,14,16",2,"(1, 2, 3)",,4,0,6,5,2,1,3,4,4,10,10,20,50,10,0,5,3,5,5,3,5,4,,,,,,,9,9,4,It’s a great app to use to get food,5,I don’t want to sign any petitions ,"1,5",,,,,,,,,,,,,,,,,,,,,3,3,2,4,1,6,5,3,3,To discuss misinformation on the web,4,5,T4,0,1,1,DoorDash,DoorDash,DoorDash,Grubhub,0,50,50,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Female,0,1,0,age_25_34,White,S,1,Low trust,1,0,0,5,did_not_use,0,5,did_not_use,0,Other,0,0,1,0,50K_to_100K,0,1,0,0,1,0,0,post_graduate,0,1,1,0,0,0,1,paid_employee,1,0,1,0,0,3,None,No clicks,0,0,same weight,0,0,0,Use,No interest,30
R_oZ8YfWwDCvLStUt,EN,4,6,2,2,1,26,3,"(1, 2)",,3,0,5,6,4,3,2,1,6,1,1,3,25,30,40,5,5,5,5,2,2,4,,,,9,,,,,6,We enjoy occasionally eating at Burger King,3,It seems like it makes the most sense to me. ,"1,5",,,,,,,,,,,,,1,,,,,,,,4,5,1,4,5,2,4,3,2,misinformation websites,6,4,T3,1,1,1,Burger King,Burger King,Burger King,Subway,0,40,40,0,3,3,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Female,0,1,0,age_65_plus,White,MW,0,Some trust,0,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,2,petition_block,platform_block,1,1,same weight,0,0,0,Frequency of use,Best option,10
R_2RUJG7rkA5Io8fh,EN,4,3,2,1,1,"2,4",2,"(1, 2, 3)",,5,0,2,6,3,5,4,1,5,0,0,0,0,100,0,5,5,5,5,4,5,4,9,,,,,,,,5,I chose subway because it is the hearties option and the one I would use the most.,5,I do not want to sign a petition unless it truly means a lot to me personally ,"1,5",,,,,,,,,,,,,,,,,,,,,4,1,1,4,1,5,8,3,1,To inform about misinformation ,7,4,control,0,1,0,Subway,Subway,Burger King,Uber,0,100,100,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Female,0,1,0,age_35_44,White,NE,0,Very low trust,1,0,0,4,about_once_or_twice_a_year,0,4,about_once_or_twice_a_year,0,Trump,1,0,0,0,100K_above,0,1,0,0,0,1,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,3,None,No clicks,0,0,same weight,0,0,0,Frequency of use,No interest,100
R_3DHWQDRtdVO0I8x,EN,4,2,2,3,1,"2,14,16,18",2,"(1, 2)",,3,0,5,3,2,1,6,4,4,5,10,10,65,5,5,5,5,5,1,3,4,4,,,9,,,,,,4,I use Doordash a lot and they have good customer service. ,5,I worry my information will be sold. ,"1,5",,,,,,,,,,,,,,,,,,,,,1,4,1,5,1,6,6,3,3,To see how people perceive misinformation websites,6,4,T2,0,1,1,DoorDash,DoorDash,DoorDash,Grubhub,0,65,65,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Female,0,1,0,age_25_34,White,S,0,Some trust,0,0,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Other,0,0,1,0,100K_above,0,1,0,0,0,1,0,post_graduate,0,1,1,0,0,0,1,paid_employee,1,0,1,0,0,2,None,No clicks,0,1,same weight,0,0,0,Frequency of use,"Trust, privacy and free speech concerns",55
R_1OrFNgPA88Q7IjQ,EN,4,5,2,4,1,14,3,"(1, 2)",,3,0,6,5,1,4,2,3,3,0,0,30,30,20,20,5,5,3,3,3,3,4,,,,,,9,,,3,I live in an area where we don’t have ride share. Food is always good ,3,I don’t think sites that place misinformation need to be regulated or required to filter them out ,"1,5",,,,,,,,,,,,,,,,,1,,,,4,2,1,5,5,3,4,3,2,Pretty good ,6,4,T4,0,1,1,Grubhub,Grubhub,Grubhub,Subway,0,30,30,0,2,2,platform_block,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Female,0,1,0,age_55_64,White,W,0,Some trust,0,0,0,3,once_every_few_months,0,3,once_every_few_months,0,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,2,None,No clicks,0,0,same weight,0,0,0,Product features,Misinformation concerns,0
R_33qFwA8kuDcQQYb,EN,4,2,2,1,1,"16,26",2,"(1, 2, 3)",,4,0,5,6,2,1,3,4,4,5,0,0,45,35,15,5,5,3,2,5,4,4,,,,9,,,,,4,Out of all of those places we use door dash the most to be able to get Chinese food delivered to our apartment ,5,I don’t like signing things I don’t know what they will do with that information. Most things that involve signature change nothing,"1,5",,,,,,,,,,,,,,,,,,,,,4,3,2,4,1,5,6,3,4,To see if people trust all news information given to them or do not trust the news ,3,4,T3,0,1,1,DoorDash,DoorDash,DoorDash,Grubhub,0,45,45,0,6,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Female,0,1,0,age_25_34,White,NE,0,Low trust,1,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,None,0,0,0,1,100K_above,0,1,0,0,0,1,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,3,None,No clicks,0,1,same weight,0,0,0,Product features,No interest,10
R_3kv8BUIRG9BW4Oa,EN,4,4,1,1,1,"1,2,4,9,11,24,17,18,26",1,"(1, 2, 3)",,2,0,2,5,3,1,4,6,6,20,10,20,10,15,25,1,4,1,2,1,1,4,,,,,,,9,9,6,like to use this to the best,2,like the offer,"1,5",,,,,,,,,,,,,,,,,,,,1,2,3,3,3,1,5,4,2,2,to get the even response,7,4,T4,1,1,0,Burger King,Burger King,DoorDash,Uber,0,25,25,0,3,3,company_allow,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Male,1,0,0,age_45_54,Asian,NE,1,High trust,0,1,0,1,atleast_once_a_week,1,1,atleast_once_a_week,1,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,3,petition_allow,company_allow,0,1,same weight,0,0,0,Like,No interest,5
R_3Dbi9MJHIhvgSie,EN,4,1,2,2,1,"11,14",1,"(1, 2, 3, 4)",,3,2,4,3,2,1,6,5,4,5,3,14,75,2,1,4,4,3,3,5,5,4,9,,,,,,,,4,Because I have food from a restaurant of my choosing delivered to my house. ,1,Blocking their ads on websites will help remove their legitimacy ,"1,5",,,1,,,,,,,,,,,,,,,,,,2,5,1,5,1,6,3,1,2,To study misinformation and it’s transmission on 3rd party websites ,4,4,control,1,1,1,DoorDash,DoorDash,DoorDash,Grubhub,0,75,75,0,6,6,company_block,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Female,0,1,0,age_18_24,Black,MW,0,Some trust,0,0,1,3,once_every_few_months,0,3,once_every_few_months,0,Biden,0,1,0,0,25K_to_50K,1,0,0,1,0,0,0,post_graduate,0,1,1,0,0,0,1,paid_employee,1,0,1,0,0,4,petition_block,company_block,1,0,same weight,0,0,0,Frequency of use,Misinformation concerns,61
R_3MSsDyqV9z4J7U5,EN,4,2,3,3,1,"2,26",2,"(1, 2)",,4,0,2,6,4,1,3,5,4,10,20,20,23,25,2,3,5,5,2,4,3,4,,,9,,,,,,4,Door dash is more available in my area ,1,It could lead to a bad reputation ,"1,5",,,,,,,,,,,1,,,,,,,,,,3,4,2,5,7,2,3,3,1,Misinformation ads ,5,4,T2,1,1,1,DoorDash,DoorDash,DoorDash,Uber,0,23,23,0,6,6,company_block,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Third_Gender,0,0,1,age_25_34,White,S,0,Low trust,1,0,0,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,25K_to_50K,1,0,0,1,0,0,0,max_high_school,1,0,0,1,0,0,0,not_working,0,0,0,1,0,2,petition_block,company_block,1,1,same weight,0,0,0,Product features,Misinformation concerns,2
R_3FR1qCnIgn2q4ad,EN,4,6,2,4,1,21,3,"(1, 2, 3)",,3,1,1,6,3,5,4,2,1,25,10,10,10,20,25,3,5,5,5,4,2,4,,9,,,,,,,6,I like the food from Burger King,5,I do not want to sign online,"1,5",,,,,,,,,,,,,,,,,,,,,3,5,3,3,5,3,2,3,1,Ads on misinformation websites,5,5,T1,0,1,1,Burger King,Uber,Uber,Burger King,1,25,25,0,3,6,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Female,0,1,0,age_65_plus,White,W,0,Some trust,0,0,1,3,once_every_few_months,0,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,25K_below,1,0,1,0,0,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,3,None,No clicks,0,0,same weight,0,1,3,Like,No interest,0
R_1qUtU3Ize2H1wQu,EN,4,6,1,3,1,"4,9,14,26",3,"(1, 2, 3)",,4,1,3,6,4,5,1,2,5,6,5,4,5,45,35,4,5,5,5,2,3,4,,,9,,,,,,5,I like them...,5,political,"1,5",,,,,,,,,,,,,,,,,,,,,4,4,2,4,6,3,4,3,1,knowledge,5,4,T2,0,1,1,Subway,Subway,Subway,Burger King,0,45,45,0,4,4,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Male,1,0,0,age_65_plus,White,S,1,Low trust,1,0,1,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Trump,1,0,0,0,50K_to_100K,0,1,0,0,1,0,0,some_college,1,0,0,0,1,0,0,not_working,0,0,0,1,0,3,None,No clicks,0,1,same weight,0,0,0,Like,No interest,10
R_2sXT1mAR9IjaOeW,EN,4,6,2,2,1,"14,16,18,26",1,"(1, 2, 3)",,4,2,6,4,3,5,2,1,6,0,0,0,0,50,50,5,5,5,5,5,3,4,,,,9,,,,,6,I like their food.,3,Truth is always best. It is enough misinformation out there already,"1,5",,,,,,,,,,,,,1,,,,,,,,3,2,2,4,5,6,5,1,2,To get the field of society.,6,4,T3,0,1,1,Burger King,Burger King,Burger King,Subway,0,50,50,0,3,3,platform_block,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Female,0,1,0,age_65_plus,Black,MW,0,Low trust,1,0,1,3,once_every_few_months,0,3,once_every_few_months,0,Biden,0,1,0,0,50K_to_100K,0,1,0,0,1,0,0,post_graduate,0,1,1,0,0,0,1,not_working,0,0,0,1,0,3,None,No clicks,0,0,same weight,0,0,0,Like,Misinformation concerns,0
R_1QzThbybtl0pvkZ,EN,4,2,2,1,1,21,2,"(1, 3, 5)",YouTube,3,2,4,2,3,1,5,6,4,5,10,10,75,0,0,5,4,5,3,5,5,4,,,9,,,,,,4,I like to order food whenever I don’t feel motivated to cook or go out in bad weather.,3,Door Dash is not the only ad being put on misinformation sites. It is a larger issue that has to do with the platforms used to place ads. ,"1,5",,,,,,,,,1,,,,,,,,,,,,4,2,1,4,1,5,3,3,2,To see whether Democrats or Republicans care more about the spread of misinformation. ,6,5,T2,1,1,1,DoorDash,DoorDash,DoorDash,Lyft,0,75,75,0,6,6,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Female,0,1,0,age_25_34,White,NE,0,Some trust,0,0,1,3,once_every_few_months,0,3,once_every_few_months,0,Biden,0,1,0,0,25K_to_50K,1,0,0,1,0,0,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,3,petition_block,platform_block,1,0,same weight,0,0,0,Like,Platform responsibility,65
R_1psMotgsc68jUJk,EN,4,1,2,2,1,"2,4,11,14,16,17,18,26",2,"(1, 2)",,3,2,5,6,3,1,2,4,4,1,1,23,50,20,5,5,5,5,2,2,4,4,,9,,,,,,,4,I use doordash for not only meals but also groceries and I thoroughly enjoy the ease of using it.,3,I think that blocking legitimate ads on misinformation websites is important because people will think lesser of the company because of the unreputable website ,"1,5",,,,,1,,,,,,,,,,,,,,,,3,4,2,5,1,5,3,3,2,To educate the people about misinformation about politics and politicians ,7,4,T1,1,1,1,DoorDash,DoorDash,DoorDash,Subway,0,50,50,0,6,6,platform_block,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Female,0,1,0,age_18_24,White,MW,0,Some trust,0,0,1,2,about_once_or_twice_a_month,1,2,about_once_or_twice_a_month,1,Biden,0,1,0,0,25K_to_50K,1,0,0,1,0,0,0,bachelors,0,1,1,0,0,1,0,paid_employee,1,0,1,0,0,2,petition_block,platform_block,1,1,same weight,0,0,0,Frequency of use,Company responsibility,27
